"jis_code","old_zip_code","zip_code","prefecture_kana","city_kana","street_kana","prefecture","city","street","is_street_duplicate","is_banchi","is_cyoumoku","is_zipcode_duplicate","status","modify_type"
"13101","100","1000001","トウキヨウト","チヨダク","チヨダ","東京都","千代田区","千代田",0,0,0,0,0,0
