"jis_code","name_kana","name","prefecture","city","street","street_sub","jigyosyo_identifier","old_zip_code","grouped","individual_id","multiple_types","update_type"
"13101","ニツポンユウビン カブシキガイシヤ","日本郵便 株式会社","東京都","千代田区","大手町","2－3－1","1008792","100","銀座",0,0,0
